word,translation,pronunciation,pronunciation_us,pronunciation_uk,part_of_speech-speaking-writing
lawsuit,судебное дело/тяжба,,,,--
lawyer,юрист,,ˈlɔːjər,ˈlɔːjə,noun-S3-W2
lay,лежать/класть/укладывать,,,,verb-S1-W2
lay down,установить (правило/норму),,ˈleɪ ˈdaʊn,leɪ daʊn,--
lay off,сократить/уволить,,ˈleɪ ˈɒf,ˈleɪɒf,--
lay out,разложить/выложить,,ˈleɪ ˈaʊt,leɪ ˈaʊt,--
layer,слой,,ˈleɪər,ˈleɪə,noun-S3-W3
layout,макет/расположение,,,,--
lazy,ленивый,ˈleɪzɪ,,,adjective-S3-
lead,вести,,,,verb-S1-W1|noun-S2-W2
lead up to,предшествовать,,ˈled ʌp tuː,liːd ʌp tuː,--
leader,лидер,,ˈliːdər,ˈliːdə,noun-S2-W1
leadership,,,ˈliːdərʃɪp,ˈliːdəʃɪp,noun-S3-W2
leading,,,,,adjective--W2
leaf,лист,liːf,,,noun-S2-W2
league,,,,,noun--W2
leak,просачиваться/протекать/утечка,,,,--
lean,худой,,,,verb-S3-
lean against,прислонить/опереться,,,,--
lean over,наклониться над/через,,,,--
leap,прыжок/прыгать,,,,--
learn,учить,,lɜːrn,lɜːn,verb-S1-W1
lease,сдавать в аренду,,,,--
leash,привязь/поводок,,,,--
least,наименее,,,,determiner/pronoun-S1-W1
leather,кожа/кожаный,,ˈleðər,ˈleðə,noun--W3
leave,покидать/уйти/покинуть,,,,verb-S1-W1|noun-S3-W2
leave behind,оставить/забыть,,ˈliːv bəˈhaɪnd,liːv bɪˈhaɪnd,--
lecture,лекция,,ˈlektʃər,ˈlektʃə,noun-S2-W3
ledge,уступ,,,,--
leek,лук-порей,,,,--
left,левый/налево,left,,,noun-S3-W3|adverb-S3-W3|adjective-S1-W1
leftover,остаток,,ˈleftəʊvər,ˈleftəʊvə,--
leg,нога,leɡ,,,noun-S1-W1
legacy,наследие/наследство,,,,--
legal,законный/правовой,,ˈliːɡl,ˈliːɡ(ə)l,adjective-S2-W1
legislation,законодательство,,ˌledʒɪsˈleɪʃn,ledʒɪsˈleɪʃ(ə)n,noun--W2
legitimate,обоснованный/законный,,,,--
leisure,отдых/досуг,,ˈliːʒər,ˈleʒə,noun--W3
lend,давать в долг,,,,verb-S3-W3
length,длина,,leŋθ,leŋ(k)θ,noun-S2-W2
lens,объектив/линза,,,,--
less,меньше/меньший,les,,,determiner/pronoun-S1-W1|adverb-S1-W1
lessen,уменьшать(ся),,ˈlesn,ˈles(ə)n,--
lesson,урок,,ˈlesn,ˈles(ə)n,noun-S2-W3
lest,чтобы не/иначе,,,,--
let,позволять,,,,verb-S1-W1
let in on,посвящать (в секрет/план),,,,--
let off,отпустить/дать отделаться,,ˈlet ˈɒf,ˈletɒf,--
let smb down,подвести,,,,--
let smb in,впустить,,,,--
let up,стихнуть/прекратиться,,ˈlet ʌp,ˈletʌp,--
letter,буква/письмо,,ˈletər,ˈletə,noun-S1-W1
lettuce,салат (латук),,,,--
level,уровень,,ˈlevl,ˈlev(ə)l,noun-S1-W1|adjective-S1-W2
lever,ручка/рычаг,,ˈlevər,ˈliːvə,--
liable,подлежащий,,ˈlaɪəbl,ˈlaɪəb(ə)l,--
liaison,связь,,lɪˈeɪzɑːn,lɪˈeɪz(ə)n,--
liberal,,,ˈlɪbərəl,ˈlɪb(ə)r(ə)l,adjective--W2
liberate,освобождать,,,,--
liberty,свобода,,ˈlɪbərtɪ,ˈlɪbətɪ,--
library,библиотека,,ˈlaɪbrerɪ,ˈlaɪbrərɪ,noun-S2-W1
licence,разрешение,,ˈlaɪsns,ˈlaɪs(ə)ns,noun-S3-W2
lick,лизать,,,,verb-S3-
lid,крышка,lɪd,,,noun-S3-
lie,ложь/лгать,,,,verb-S3-W3|verb-S2-W1|noun-S3-
life,жизнь,,,,noun-S1-W1
lifeguard,пляжный спасатель,,ˈlaɪfɡɑːrd,ˈlaɪfɡɑːd,--
lifelong,пожизненный,,ˈlaɪflɔːŋ,ˈlaɪflɒŋ,--
lift,поднимать,,,,verb-S2-W2|noun-S3-W3
light,зажигать/свeтлый/свет,laɪt,,,noun-S1-W1|adjective-S1-W1|verb-S2-W3
light up,осветить или загореться,,ˈlaɪt ʌp,laɪt ʌp,--
lighting,,,,,noun-S3-
lightning,молния,,,,--
like,как/нравиться,laɪk,,,adverb-S1-|preposition-S1-W1|noun--W3|verb-S1-W1|conjunction-S1-
like that,так,,,,--
likely,вероятно,,,,adjective-S1-W1
likewise,также,,,,--
lily,лилия,,,,--
limb,конечность,,,,--
limit,ограничивать/ограничение,,,,noun-S2-W2|verb-S3-W2
limitation,,,ˌlɪmɪˈteɪʃn,lɪmɪˈteɪʃ(ə)n,noun--W3
limited,,,,,adjective--W2
limp,хромать,,,,--
line,ряд/строка/линия,,,,noun-S1-W1
line up,встать в очередь,,ˈlaɪn ʌp,ˈlaɪnʌp,--
lineage,родословная,,,,--
linen,бельё/льняная ткань,,,,--
lineup,расстановка/расположение,,,,--
linger,задерживаться/медлить,,ˈlɪŋɡər,ˈlɪŋɡə,--
link,связь/звено/ссылка,,,,verb-S3-W2|noun-S3-W2
lion,лев,,,,--
lip,губа,,,,noun-S3-W2
lips,губы,,ˈlɪps,lɪps,--
lipstick,губная помада,,,,--
liquid,жидкость/жидкий,,,,noun--W3
list,список/перечислять,,,,noun-S1-W1|verb-S2-W3
listen,слушать,,ˈlɪsn,ˈlɪs(ə)n,verb-S1-W1
listen in on,подслушивать,,,,--
literal,буквальный,,ˈlɪtərəl,ˈlɪt(ə)r(ə)l,--
literally,,,ˈlɪtərəlɪ,ˈlɪt(ə)rəlɪ,adverb-S2-
literary,литературный/книжный,,ˈlɪtərerɪ,ˈlɪt(ə)(rə)rɪ,adjective--W2
literate,грамотность,,ˈlɪtərət,ˈlɪt(ə)rət,--
literature,литература,,ˈlɪtrətʃər,ˈlɪt(ə)rətʃə,noun-S3-W2
litter,мусор (на улице),,ˈlɪtər,ˈlɪtə,--
little,мало (с неисчисляемыми существительными)/маленький,,ˈlɪtl,ˈlɪt(ə)l,determiner/pronoun-S1-W1|adverb-S1-W1|adjective-S1-W1
live,жить,lɪv,,,adjective-S3-W3|verb-S1-W1
live up to,соответствовать/дотягивать,,ˈlaɪv ʌp tuː,laɪv ʌp tuː,--
livelihood,средства к существованию,,,,--
lively,,,,,adjective-S3-
liven up,взбодрить/оживить,,,,--
liver,печень,,ˈlɪvər,ˈlɪvə,--
livestock,скот,,ˈlaɪvstɑːk,ˈlaɪvstɒk,--
living,,,,,noun-S2-
living room,зал/гостиная,ˈlɪvɪŋ,,,--
lizard,ящерица,,ˈlɪzərd,ˈlɪzəd,--
load,груз/грузить,,,,noun-S1-W3
loaf,буханка/булка,,,,--
loan,заём/ссуда,,,,noun-S2-W2
loathe,питать отвращение/ненавидеть,,,,--
lobby,прихожая/фойе/вестибюль,,ˈlɑːbɪ,ˈlɒbɪ,--
lobster,омар,,ˈlɑːbstər,ˈlɒbstə,--
local,местный,,ˈləʊkl,ˈləʊk(ə)l,adjective-S1-W1
locate,определить местоположение,,ˈləʊkeɪt,lə(ʊ)ˈkeɪt,verb--W3
location,,,ləʊˈkeɪʃn,lə(ʊ)ˈkeɪʃ(ə)n,noun-S3-W2
lock,замок/запирать,,lɑːk,lɒk,noun-S2-|verb-S2-W3
lock up,посадить в тюрьму или дурку,,ˈlɑːk ʌp,lɒk ʌp,--
locker,шкаф (закрывающийся)/ящик,,ˈlɑːkər,ˈlɒkə,--
locus,местоположение,,,,--
lodge,домик/поселиться/остановиться/подавать (документ),,lɑːdʒ,lɒdʒ,--
loft,верхний нежилой этаж/чердак,,lɔːft,lɒft,--
log,бревно,,lɔːɡ,lɒɡ,noun-S3-
logical,,,ˈlɑːdʒɪkl,ˈlɒdʒɪk(ə)l,adjective-S3-
lone,одинокий,,,,--
lonely,одинокий,ˈləʊnlɪ,,,adjective-S3-
long,длинный/долго,,lɔːŋ,lɒŋ,adverb-S1-W1|adjective-S1-W1
long ago,давно,,,,--
long for,желать или скучать,,,,--
long-term,,,ˈlɔːŋˈtɜːm,ˌlɒŋˈtɜːm,adjective--W3
longevity,долговечность/долголетие,,lɔːnˈdʒevətɪ,lɒnˈdʒevɪtɪ,--
look,смотреть/вид/выглядеть,lʊk,,,verb-S1-W1|noun-S1-W1
look after,присматривать,,,,--
look around,посмотреть/оглядеть,,,,--
look at,обдумать/рассмотреть,,,,--
look for,искать,,,,--
look forward,предвкушать/ожидать,,,,--
look into,изучить/посмотреть,,,,--
look out,смотреть (опасность!),,ˈlʊk ˈaʊt,lʊk ˈaʊt,--
look smb up,найти (в списке и т. п.),,,,--
look up,налаживаться/улучшаться,,ˈlʊk ʌp,lʊk ʌp,--
look up to,уважать/восхищаться,,,,--
loom,виднеться/маячить,,,,--
loop,петля,,,,--
loose,болтающийся/свободный,,,,adjective-S3-W3
loot,грабить/добыча,,,,--
lord,господь (бог)/господин,,lɔːrd,lɔːd,noun-S3-W2
lorry,,,ˈlɔːrɪ,ˈlɒrɪ,noun-S3-
lose,терять,,,,verb-S1-W1
loss,убыток/потеря,,lɔːs,lɒs,noun-S2-W1
lost,,,lɔːst,lɒst,adjective-S2-W3
lot,судьба/много/жребий,,lɑːt,lɒt,noun-S2-|adverb/pronoun-S1-W1
lot of,много,,lɑːt,lɒt,--
loud,громкий,,,,adjective-S2-W3|adverb-S3-
lounge,расслабляться/гостиная/комната отдыха/бездельничать/холл,,laʊndʒ,laʊn(d)ʒ,noun-S3-
lousy,паршивый,,,,--
love,любовь/любить,lʌv,,,verb-S1-W1|noun-S1-W1
lovely,милый/чудесный,,,,adjective-S1-W3
lover,,,ˈlʌvər,ˈlʌvə,noun--W3
low,низкий,ləʊ,,,adjective-S1-W1
lower,нижний,,ˈləʊər,ˈləʊə,verb-S3-W3|adjective--W3
loyal,верный/преданный,,,,--
luck,,,,,noun-S2-W3
luckily,,,,,adverb-S3-
lucky,везучий,ˈlʌkɪ,,,adjective-S2-W3
lucrative,выгодный/прибыльный,,,,--
ludicrous,смехотворный/нелепый,,ˈluːdɪkrəs,ˈl(j)uːdɪkrəs,--
luggage,багаж,,,,--
lumber,пиломатериалы,,ˈlʌmbər,ˈlʌmbə,--
lump,кусок/глыба/ком,,,,noun-S2-
lunar,лунный,,ˈluːnər,ˈluːnə,--
lunch,обед,,lʌntʃ,lʌn(t)ʃ,noun-S1-W2
luncheon,завтрак,,ˈlʌntʃən,ˈlʌn(t)ʃ(ə)n,--
lunchtime,,,ˈlʌntʃtaɪm,ˈlʌn(t)ʃtaɪm,noun-S3-
lung,легкое,,,,--
lurch,крениться/шататься,,lɜːrtʃ,lɜːtʃ,--
lure,манить/приманка,,lʊr,lʊə,--
lurk,таиться,,lɜːrk,lɜːk,--
lush,пышный,,,,--
lust,страсть/вожделение,,,,--
luxury,роскошь,,ˈlʌkʃərɪ,ˈlʌkʃ(ə)rɪ,--
lyrics,текст песни,,,,--
machine,,,,,noun-S1-W1
machinery,,,məˈʃiːnərɪ,məˈʃiːn(ə)rɪ,noun--W3
mad,,,,,adjective-S2-W3
madam,,,,,noun-S3-
magazine,журнал,,ˈmæɡəziːn,mæɡəˈziːn,noun-S2-W2
magic,,,,,noun--W3
magician,волшебник/фокусник,,məˈdʒɪʃn,məˈdʒɪʃ(ə)n,--
magnificent,величественный/великолепный,,mæɡˈnɪfɪsnt,mæɡˈnɪfɪs(ə)nt,--
magnify,увеличивать,,ˈmæɡnɪfaɪ,ˈmæɡnɪfæɪ,--
magnitude,величина/сила,,ˈmæɡnɪtuːd,ˈmæɡnɪtjuːd,--
maid,служанка/горничная,,,,--
maiden,дева/девственница,,ˈmeɪdn,ˈmeɪd(ə)n,--
maiden name,девичья фамилия,,ˈmeɪdn,ˈmeɪd(ə)n,--
mail,,,,,noun-S3-W3|verb-S3-
main,главный,meɪn,,,adjective-S1-W1
mainland,материк или большой остров,,ˈmeɪnlænd,ˈmeɪnlənd,--
mainly,,,,,adverb-S2-W2
maintain,поддерживать/сохранять,,,,verb-S2-W1
maintenance,,,ˈmeɪntənəns,ˈmeɪnt(ə)nəns,noun--W3
majesty,величие/величество,,ˈmædʒəstɪ,ˈmædʒɪstɪ,--
major,большой/главный/основной,,ˈmeɪdʒər,ˈmeɪdʒə,adjective-S1-W1
majority,,,məˈdʒɔːrətɪ,məˈdʒɒrɪtɪ,noun-S2-W1
make,делать/изготавливать,meɪk,,,verb-S1-W1
make fun of,издеваться/смеяться,,,,--
make into,переделать в,,,,--
make of,получить/извлечь,,,,--
make out,разобрать/целоваться/понять,,,,--
make sure,убедиться,,,,--
make up,выдумать/помириться,,ˈmeɪk ʌp,ˈmeɪkʌp,--
make up for,компенсировать/наверстать,,,,--
makeup,макияж,,,,--
male,мужской,,,,noun--W3|adjective-S3-W2
mall,торговый центр,,,,noun-S3-W3
mammal,млекопитающее,,ˈmæml,ˈmæm(ə)l,--
mammoth,мамонт,,,,--
man,человек/мужчина,mæn,,,noun-S1-W1
manage,справляться/управлять,,,,verb-S1-W1
management,,,ˈmænɪdʒmənt,ˈmænɪdʒm(ə)nt,noun-S1-W1
manager,менеджер,,ˈmænɪdʒər,ˈmænɪdʒə,noun-S1-W1
mandatory,обязательный,,ˈmændətɔːrɪ,ˈmændət(ə)rɪ,--
manifest,явный/проявить,,,,--
mankind,человечество,,mænˈkaɪnd,mænˈkæɪnd,--
manner,,,ˈmænər,ˈmænə,noun-S3-W2
mansion,особняк/здание,,ˈmænʃn,ˈmænʃ(ə)n,--
mantle,мантия,,ˈmæntl,ˈmænt(ə)l,--
manual,учебник/руководство/ручной,,ˈmænjʊəl,ˈmænjʊ(ə)l,--
manufacture,производство/производить,,ˌmænjʊˈfæktʃər,mænjʊˈfæktʃə,--
manufacturer,,,ˌmænjʊˈfæktʃərər,ˌmænjʊˈfæktʃ(ə)rə,noun--W2
manufacturing,,,ˌmænjəˈfæktʃərɪŋ,ˌmænjʊˈfæktʃərɪŋ,noun--W3
manure,навоз,,məˈnʊr,məˈnjʊə,--
many,много(исчисляемые существительные)/много,ˈmenɪ,,,determiner/pronoun-S1-W1
map,,,,,noun-S2-W2
map out,запланировать/расписать,,ˈmæp ˈaʊt,mæp ˈæʊt,--
maple,клён,,ˈmeɪpl,ˈmeɪp(ə)l,--
marble,мрамор,,ˈmɑːrbl,ˈmɑːb(ə)l,--
march,,,mɑːrtʃ,mɑːtʃ,verb--W2|noun--W3
margin,край/граница/накрутка/маржа,,ˈmɑːrdʒən,ˈmɑːdʒɪn,noun--W3
marine,морской,,,,--
marital,супружеский,,ˈmærɪtl,ˈmærɪt(ə)l,--
maritime,морской,,ˈmærɪtaɪm,ˈmærɪtæɪm,--
mark,отмечать/метка,,mɑːrk,mɑːk,verb-S2-W2|noun-S3-W2
mark down,снижать ценник,,ˈmɑːrk ˈdaʊn,mɑːk daʊn,--
market,рынок,,ˈmɑːrkɪt,ˈmɑːkɪt,noun-S1-W1
marketing,,,ˈmɑːrkɪtɪŋ,ˈmɑːkɪtɪŋ,noun-S3-W3
marriage,,,,,noun-S2-W2
married,женатый/замужняя,ˈmærɪd,,,adjective-S2-W2
marry,жениться/выйти замуж,,,,verb-S1-W2
marsh,болото,,mɑːrʃ,mɑːʃ,--
martial,военный/боевой,,ˈmɑːrʃl,ˈmɑːʃ(ə)l,--
martial аrts,боевые искусства,,ˈmɑːrʃl,ˈmɑːʃ(ə)l,--
martyr,мученик,,ˈmɑːrtər,ˈmɑːtə,--
marvel,диво/удивляться,,ˈmɑːrvl,ˈmɑːv(ə)l,--
marvellous,,,ˈmɑːrvələs,ˈmɑːv(ə)ləs,adjective-S2-
mash,разминать/месиво,,,,--
mass,,,,,noun--W2|adjective--W3
massacre,резня,,ˈmæsəkər,ˈmæsəkə,--
massive,,,,,adjective-S2-W3
master,хозяин/овладеть (напр. искусством),,ˈmæstər,ˈmɑːstə,noun-S2-W2
masterpiece,шедевр,,ˈmæstərpiːs,ˈmɑːstəpiːs,--
mat,коврик/циновка,,,,--
match,нечто соответствующее/спичка/соответствие,,,,noun-S2-W2|verb-S3-W2
mate,компаньон/товарищ,,,,noun-S2-
material,материал,,məˈtɪrɪəl,məˈtɪərɪəl,noun-S1-W1|adjective--W3
maternal,материнский,,məˈtɜːrnl,məˈtɜːn(ə)l,--
math,,,,,noun-S2-
maths,,,,,noun-S2-
matter,вещество/материя/иметь значение/дело/вопрос,,ˈmætər,ˈmætə,verb-S1-W3|noun-S1-W1
mature,зрелый/зреть,,məˈtʃʊr,məˈtʃʊə,--
maximum,,,,,adjective-S3-W3
may,иметь разрешение сделать что-то/пусть,meɪ,,,modal-S1-W1
maybe,возможно/может быть,,ˈmeɪbɪ,ˈmeɪbiː,adverb-S1-W1
mayor,мэр,,ˈmeɪər,meə,--
maze,лабиринт,,,,--
me,мой,,,,pronoun-S1-W1
meadow,луг,,,,--
meager,скудный/недостаточный,,ˈmiːɡər,ˈmiːɡə,--
meal,еда/прием пищи,miːl,,,noun-S2-W2
mean,неважный/значит/посредственный/предназначать/означать/иметь в виду,,,,verb-S1-W1
meaning,,,,,noun-S2-W1
means,средство,,,,noun-S2-W2
meantime,тем временем,,,,--
meanwhile,тем временем,,,,adverb--W2
measure,измерять/мера/мероприятие/измерение,,ˈmeʒər,ˈmeʒə,noun--W2|verb-S2-W2
measurement,,,ˈmeʒərmənt,ˈmeʒəm(ə)nt,noun--W3
meat,,,,,noun-S2-W3
mechanic,механик,,məˈkænɪk,mɪˈkænɪk,--
mechanism,,,ˈmekənɪzəm,ˈmek(ə)nɪz(ə)m,noun-S3-W3
media,медиа,,,,noun-S2-W2
mediate,посредничать,,,,--
medical,медицинский,,ˈmedɪkl,ˈmedɪk(ə)l,adjective-S2-W2
medicine,лекарство,,ˈmedsn,ˈmeds(ə)n,noun-S2-W3
medieval,средневековый,,ˌmedɪˈiːvl,ˌmedɪˈiːv(ə)l,adjective--W3
mediocre,посредственный,,ˌmiːdɪˈəʊkər,ˌmiːdɪˈəʊkə,--
meditate,обдумывать или созерцать,,,,--
medium,средство/способ,,,,adjective-S3-
meet,встречать/познакомиться,,,,verb-S1-W1
meeting,встреча,,,,noun-S1-W1
melon,дыня,,,,--
melt,плавить(ся)/таять,,,,--
member,участник/член,,ˈmembər,ˈmembə,noun-S1-W1
membership,,,ˈmembərʃɪp,ˈmembəʃɪp,noun-S2-W2
memoirs,мемуары,,ˈmemwɑːrz,ˈmemwɑːz,--
memories,воспоминания,,,,--
memory,память,,ˈmemərɪ,ˈmem(ə)rɪ,noun-S2-W1
menace,угрожать/угроза,,,,--
mend,поправлять/чинить,,,,--
mental,умственный,,ˈmentl,ˈment(ə)l,adjective-S2-W2
mention,упоминать,,ˈmenʃn,ˈmenʃ(ə)n,verb-S1-W1
mentor,наставник,,ˈmentɔːr,ˈmentɔː,--
menu,меню,ˈmenjuː,,,noun-S3-
merchandise,товар,,ˈmɜːrtʃəndaɪs,ˈmɜːtʃəndaɪs,--
merchant,купец/торговец,,ˈmɜːrtʃənt,ˈmɜːtʃ(ə)nt,--
mercury,ртуть,,ˈmɜːrkjərɪ,ˈmɜːkjərɪ,--
mercy,милосердие/милость,,ˈmɜːrsɪ,ˈmɜːsɪ,--
mere,всего лишь,,mɪr,mɪə,adjective--W3
merely,,,ˈmɪrlɪ,ˈmɪəlɪ,adverb-S3-W2
merge,сливать/соединять,,mɜːrdʒ,mɜːdʒ,--
merit,заслуживать/заслуга,,,,--
merry,веселый,,,,--
mesh,сетка,,,,--
mess,путаница/беспорядок,,,,noun-S2-|verb-S2-
mess up,испортить/накосячить,,ˈmes ʌp,mes ʌp,--
mess with,связываться и т.д./возиться,,,,--
message,сообщение,,,,noun-S1-W2
messy,,,,,adjective-S3-
metal,,,ˈmetl,ˈmet(ə)l,noun-S2-W2
method,метод,,,,noun-S1-W1
metre,,,ˈmiːtər,ˈmiːtə,noun-S2-W3
metropolitan,столичный,,ˌmetrəˈpɑːlɪtən,metrəˈpɒlɪt(ə)n,--
mid,полу-/середина,,,,--
middle,середина/средний,,ˈmɪdl,ˈmɪd(ə)l,noun-S1-W2|adjective-S1-W2
midnight,полночь,ˈmɪdnaɪt,,,noun-S3-
midst,середина/среда,,,,--
midwife,акушерка,,,,--
might,мощь/может,,,,modal-S1-W1
mild,мягкий,,,,--
mile,,,,,noun-S1-W1
mileage,пробег,,,,--
military,военный,,ˈmɪləterɪ,ˈmɪlɪt(ə)rɪ,adjective-S2-W1
milk,молоко,mɪlk,,,noun-S2-W3
mill,мельница или фабрика,,,,--
millennium,тысячелетие,,,,--
millimetre,,,ˈmɪlɪmiːtər,ˈmɪlɪmiːtə,noun-S3-
million,миллион,,,,--
mimic,копировать/передразнивать,,,,--
mince,рубить/крошить/фарш,,,,--
mind,возражать/разум,,,,noun-S1-W1|verb-S1-W2
mindful,помнящий/внимательный,,ˈmaɪndfl,ˈmaɪn(d)fʊl,--
mine,мина/шахта/рудник,,,,pronoun-S1-|noun-S2-W3
mineral,,,ˈmɪnərəl,ˈmɪn(ə)r(ə)l,noun--W3
mingle,смешиваться,,ˈmɪŋɡl,ˈmɪŋɡ(ə)l,--
minimum,,,,,adjective-S2-W3
minister,,,ˈmɪnɪstər,ˈmɪnɪstə,noun-S1-W1
ministry,,,,,noun--W2
minor,незначительный/второстепенный/несовершеннолетний,,ˈmaɪnər,ˈmaɪnə,adjective-S2-W2
minority,,,maɪˈnɔːrətɪ,maɪˈnɒrɪtɪ,noun-S3-W2
mint,мята,,,,--
minute,минута,ˈmɪnɪt,,,noun-S1-W1
miracle,чудо,,ˈmɪrəkl,ˈmɪrək(ə)l,--
mirror,зеркало,,ˈmɪrər,ˈmɪrə,noun-S3-W3
